2022

524, 0, 0
591, 2, 2
12, 3, 2
6, 4, 0
2, 4, 2
511, 4, 4
11, 5, 2
10.5, 5, 4
7.5, 6, 4
637, 6, 6
10.5, 7, 0
23.5, 7, 4
37, 8, 4
20, 8, 6
615.5, 8, 8
44.5, 9, 2
12.5, 10, 0
476, 10, 10
42, 11, 0
5.5, 11, 6
15.5, 12, 0
32.5, 12, 6
23.5, 12, 8
678, 12, 12
30.5, 13, 4
7, 13, 12
25.5, 14, 4
25.5, 14, 6
8, 14, 8
15.5, 14, 10
8.5, 14, 12
474, 14, 14
13, 15, 6
6.5, 16, 2
21, 16, 6
21, 16, 10
12, 16, 14
436, 16, 16
20.5, 17, 0
17.5, 17, 4
20, 17, 8
3, 17, 10
13.5, 17, 16
11, 18, 12
499.5, 18, 18
440, 20, 20
4.5, 21, 14
21.5, 22, 2
487.5, 22, 22
24.5, 23, 6
16.5, 23, 8
22, 23, 16
44, 23, 18
14.5, 23, 22
12.5, 24, 18
6, 24, 22
504, 24, 24
15, 25, 10
24, 25, 20
9, 25, 22
16.5, 26, 4
4, 26, 12
4.5, 26, 22
485, 26, 26
18, 28, 0
13, 28, 12
13.5, 28, 18
453, 28, 28
3.5, 29, 12
24.5, 29, 18
6.5, 29, 22
22.5, 30, 6
42, 30, 10
3.5, 30, 16
7, 30, 18
13.5, 30, 26
501, 30, 30
24.5, 31, 20
18, 31, 26
20, 32, 2
17, 32, 4
8, 32, 18
507.5, 32, 32
15.5, 33, 26
22, 34, 22
24.5, 34, 30
501.5, 34, 34
6.5, 35, 6
6, 35, 8
12, 35, 14
34.5, 35, 16
12, 35, 32
20.5, 36, 8
3, 36, 10
2.5, 36, 28
514, 36, 36
15.5, 37, 0
25.5, 37, 18
4.5, 37, 24
10.5, 37, 28
10.5, 38, 10
361.5, 38, 38
5, 39, 0
13.5, 39, 8
5, 39, 24
21, 40, 6
15.5, 40, 10
2.5, 40, 24
12, 40, 34
16, 40, 36
690.5, 40, 40
20, 41, 2
24, 41, 4
18.5, 41, 6
11.5, 41, 30
24.5, 41, 32
23.5, 41, 40
17, 42, 16
17, 42, 18
22, 42, 34
424, 42, 42
18, 43, 12
1.5, 43, 14
22.5, 43, 30
13.5, 43, 38
22.5, 44, 6
12, 44, 8
544.5, 44, 44
7.5, 45, 22
14, 45, 28
6, 45, 32
19.5, 45, 42
2, 46, 14
24, 46, 16
25, 46, 26
16.5, 46, 34
25.5, 46, 36
427, 46, 46
4, 47, 6
12, 48, 6
10, 48, 34
355.5, 48, 48
16, 49, 2
17.5, 49, 6
16, 49, 8
1.5, 49, 28
13, 49, 38
18, 50, 6
482, 50, 50
12, 51, 2
17.5, 52, 2
2, 52, 12
8, 52, 50
431, 52, 52
19.5, 53, 4
3, 53, 14
14, 53, 44
8, 54, 8
23.5, 54, 36
475.5, 54, 54
8.5, 55, 8
20.5, 55, 48
2.5, 55, 52
21.5, 56, 18
20.5, 56, 50
11, 56, 54
402.5, 56, 56
3.5, 57, 10
50.5, 57, 12
2, 57, 14
21, 58, 0
4, 58, 2
22.5, 58, 28
392.5, 58, 58
14, 59, 30
15, 59, 40
24.5, 59, 54
324, 60, 60
36, 61, 46
18.5, 61, 56
14.5, 62, 16
23, 62, 22
14.5, 62, 36
13.5, 62, 44
18, 62, 48
555.5, 62, 62
25, 63, 26
25.5, 63, 30
23, 63, 32
23.5, 63, 46
438.5, 64, 64
1.5, 65, 4
22, 65, 14
1.5, 65, 24
25, 65, 40
3.5, 66, 26
20, 66, 40
4, 66, 54
508, 66, 66
11.5, 67, 0
18.5, 67, 12
21.5, 67, 22
12.5, 67, 28
9.5, 67, 62
21.5, 68, 40
16.5, 68, 64
443, 68, 68
19.5, 69, 6
3, 69, 10
3.5, 69, 12
25.5, 69, 20
2, 69, 64
345, 70, 70
3.5, 71, 8
5.5, 71, 18
22.5, 71, 22
10, 71, 26
16.5, 71, 58
22, 71, 64
22, 72, 52
519, 72, 72
1, 73, 2
13, 73, 20
23.5, 73, 22
3.5, 73, 36
14, 74, 4
6.5, 74, 36
11.5, 74, 72
392.5, 74, 74
2, 75, 26
1, 75, 30
9, 75, 46
20, 75, 66
21.5, 76, 60
8, 76, 68
272, 76, 76
14.5, 77, 32
2, 77, 58
8.5, 77, 68
22, 78, 12
3, 78, 46
393, 78, 78
18, 79, 12
2.5, 79, 20
13.5, 79, 52
4.5, 79, 78
24.5, 80, 36
10.5, 80, 58
315, 80, 80
24, 81, 12
17.5, 81, 18
6.5, 81, 22
8, 81, 24
24, 81, 60
11.5, 81, 64
15, 81, 72
2, 82, 22
20, 82, 34
7, 82, 72
380, 82, 82
5.5, 83, 60
6.5, 84, 12
10.5, 84, 34
332, 84, 84
8.5, 85, 62
20.5, 86, 72
2, 86, 74
254.5, 86, 86
3.5, 87, 2
22, 87, 26
22.5, 87, 72
17.5, 87, 76
7, 88, 20
21.5, 88, 24
6.5, 88, 70
416.5, 88, 88
5, 89, 18
18.5, 89, 32
23.5, 89, 70
19, 90, 0
23, 90, 44
312, 90, 90
1, 91, 86
17.5, 92, 10
313, 92, 92
1.5, 93, 70
21, 94, 14
381, 94, 94
11.5, 95, 84
23, 96, 44
359.5, 96, 96
9, 97, 50
7.5, 97, 62
6, 97, 94
4, 98, 56
3, 98, 68
12.5, 98, 72
12, 98, 88
463.5, 98, 98
15, 99, 12
18, 99, 20
10.5, 99, 38
22, 99, 56
18, 99, 74
30, 100, 10
4, 100, 14
10, 100, 22
24.5, 100, 40
430.5, 100, 100
21.5, 101, 32
15.5, 101, 92
11, 101, 96
14.5, 101, 98
17.5, 102, 64
4, 102, 74
320.5, 102, 102
1.5, 104, 4
530, 104, 104
7.5, 105, 32
37.5, 105, 40
9, 106, 38
7.5, 106, 104
465.5, 106, 106
9, 107, 68
13.5, 107, 74
8, 108, 74
18.5, 108, 94
10.5, 108, 104
325.5, 108, 108
14, 109, 30
15, 109, 44
25.5, 110, 8
11, 110, 44
5.5, 110, 52
3.5, 110, 78
4.5, 110, 80
15, 110, 88
398.5, 110, 110
24.5, 111, 28
1.5, 111, 96
6.5, 112, 24
17.5, 112, 48
5.5, 112, 88
2, 112, 102
396, 112, 112
16.5, 113, 76
19.5, 114, 0
10, 114, 30
39.5, 114, 66
22, 114, 88
33.5, 114, 104
10.5, 114, 112
574, 114, 114
25, 115, 46
24, 115, 90
369, 116, 116
19, 117, 2
20, 118, 14
4.5, 118, 86
18.5, 118, 88
10, 118, 116
309, 118, 118
18, 119, 30
20, 119, 38
10.5, 119, 52
5, 119, 86
243, 120, 120
21.5, 121, 28
23, 122, 12
9, 122, 48
16.5, 122, 114
368.5, 122, 122
5.5, 123, 2
16.5, 123, 34
10.5, 123, 42
21, 123, 66
15.5, 123, 84
17, 124, 14
25, 124, 40
17, 124, 48
12.5, 124, 52
21.5, 124, 114
403, 124, 124
19, 126, 8
23, 126, 34
8, 126, 60
4.5, 126, 88
11, 126, 114
352.5, 126, 126
9.5, 127, 56
8.5, 127, 102
15, 128, 46
2.5, 128, 50
21.5, 128, 56
2, 128, 58
2, 128, 70
22.5, 128, 104
360, 128, 128
19, 129, 64
7, 130, 60
17, 130, 114
276, 130, 130
1.5, 131, 4
22.5, 131, 16
8, 132, 44
7.5, 132, 98
9.5, 132, 106
486.5, 132, 132
12, 133, 10
4.5, 133, 106
22.5, 134, 48
281, 134, 134
2.5, 135, 46
22.5, 135, 56
5, 135, 132
298, 136, 136
4.5, 137, 0
9, 138, 86
451, 138, 138
17, 139, 22
20.5, 139, 34
5, 139, 78
20.5, 139, 106
10, 140, 114
10.5, 140, 118
267, 140, 140
5, 141, 40
19, 142, 34
6.5, 142, 112
440, 142, 142
9, 143, 122
15, 144, 2
13.5, 144, 22
2.5, 144, 44
7.5, 144, 124
5, 144, 134
7, 144, 142
405, 144, 144
24, 145, 26
18.5, 145, 66
20.5, 146, 40
242.5, 146, 146
17, 147, 38
23, 147, 40
17.5, 147, 70
12.5, 147, 90
1.5, 147, 112
12.5, 148, 16
24.5, 148, 54
15.5, 148, 70
18, 148, 144
454, 148, 148
15, 149, 84
8, 150, 18
10, 150, 60
23.5, 150, 120
6, 150, 142
324, 150, 150
14.5, 151, 106
25.5, 152, 12
1.5, 152, 54
8, 152, 72
12, 152, 112
481.5, 152, 152
11.5, 153, 120
14.5, 154, 80
16, 154, 134
18, 154, 142
426, 154, 154
17, 155, 52
12.5, 155, 66
20, 155, 102
1.5, 155, 132
23, 156, 18
15, 156, 72
351, 156, 156
9.5, 157, 28
12, 157, 54
366, 158, 158
13.5, 159, 36
11, 159, 112
2.5, 160, 104
21.5, 160, 108
285, 160, 160
12, 161, 40
7, 162, 158
363.5, 162, 162
264, 164, 164
