2022

1030.5, 0, 0
1151, 2, 2
13.5, 3, 0
12, 3, 2
12.5, 4, 0
2, 4, 2
855, 4, 4
27, 5, 2
10.5, 5, 4
7.5, 6, 4
1166, 6, 6
10.5, 7, 0
21, 7, 2
23.5, 7, 4
19, 7, 6
37, 8, 4
44, 8, 6
1268, 8, 8
14.5, 9, 0
44.5, 9, 2
12.5, 10, 0
13, 10, 4
18, 10, 8
1148, 10, 10
42, 11, 0
9, 11, 4
5.5, 11, 6
15.5, 12, 0
67, 12, 6
73, 12, 8
1272.5, 12, 12
30.5, 13, 4
7, 13, 12
43.5, 14, 4
25.5, 14, 6
21.5, 14, 8
18, 14, 10
8.5, 14, 12
974.5, 14, 14
12, 15, 0
13, 15, 6
23, 15, 8
15, 15, 14
45, 16, 2
21, 16, 6
27, 16, 10
12, 16, 14
992.5, 16, 16
20.5, 17, 0
17.5, 17, 4
20, 17, 8
25, 17, 10
23, 17, 12
17, 17, 14
13.5, 17, 16
10.5, 18, 0
11, 18, 12
967, 18, 18
7, 19, 6
24.5, 19, 10
2.5, 19, 16
16, 19, 18
13.5, 20, 2
15, 20, 10
10, 20, 14
6.5, 20, 18
978.5, 20, 20
7, 21, 4
23.5, 21, 8
17, 21, 12
4.5, 21, 14
40.5, 22, 2
14, 22, 20
1043.5, 22, 22
8, 23, 4
24.5, 23, 6
16.5, 23, 8
22, 23, 16
44, 23, 18
14.5, 23, 22
7, 24, 0
19, 24, 12
8.5, 24, 16
16.5, 24, 18
6, 24, 22
1154, 24, 24
20, 25, 2
13, 25, 4
15, 25, 10
24, 25, 20
9, 25, 22
20.5, 26, 0
14.5, 26, 2
16.5, 26, 4
4, 26, 12
10.5, 26, 16
45, 26, 20
4.5, 26, 22
40.5, 26, 24
1090.5, 26, 26
25, 27, 6
8.5, 27, 16
24.5, 27, 22
24, 27, 26
18, 28, 0
23.5, 28, 6
13, 28, 12
13.5, 28, 18
914.5, 28, 28
3.5, 29, 12
24.5, 29, 18
6.5, 29, 22
7.5, 30, 0
22.5, 30, 6
48.5, 30, 10
22, 30, 14
3.5, 30, 16
7, 30, 18
13.5, 30, 26
823, 30, 30
37, 31, 20
15.5, 31, 22
15, 31, 24
18, 31, 26
20, 32, 2
17, 32, 4
16, 32, 12
8, 32, 18
996.5, 32, 32
15.5, 33, 26
7, 34, 2
12.5, 34, 18
22, 34, 22
24.5, 34, 30
18.5, 34, 32
1022.5, 34, 34
6.5, 35, 6
6, 35, 8
12, 35, 14
34.5, 35, 16
3.5, 35, 28
12, 35, 32
10, 36, 2
23.5, 36, 4
20.5, 36, 8
3, 36, 10
25, 36, 20
4, 36, 22
9, 36, 26
2.5, 36, 28
18.5, 36, 34
1073, 36, 36
15.5, 37, 0
16, 37, 4
19, 37, 8
24, 37, 12
25.5, 37, 18
21, 37, 20
50.5, 37, 24
10.5, 37, 28
22, 37, 32
21.5, 38, 10
978.5, 38, 38
5, 39, 0
13.5, 39, 8
18.5, 39, 22
5, 39, 24
17.5, 39, 36
21, 40, 6
15.5, 40, 10
4, 40, 18
13.5, 40, 24
17, 40, 32
12, 40, 34
16, 40, 36
1234, 40, 40
20, 41, 2
24, 41, 4
18.5, 41, 6
